Município;AIDS - Ações Estratégicas;Acomp. Pac. Saúde Mental - Ações Estratégic. - SIA;Acomp. de paciente - Ações Estratégicas - SIA;Acomp. pós transplante - Ações Estratégicas;Acompanh. a def. auditivo - Ações Estratégicas;Aids - Ações Estratégicas - AIH;Angioplastia endovascular - SIH;Anvisa - Taxa de fiscalização;Apoio à população indígena;Assistência domiciliar - Ações Estratégicas SIA;Assistência pré-natal - AIH;CAPS I - Incent. Cust. Centros At. Psicossocial;Campanha de vacinação do idoso;Central de Regulação - Ações Estratégicas;Central de Regulação - Ações Estratétgicas - SIA;Câncer de colo uterino - Ações Estratégicas;Deformidade crânio-facial - Ações Estrategicas;Epidemiologia e controle de doenças;Epidemiologia e controle de doenças (adicional);Epilepsia - SIH;Farmácia básica;Financ aos Centros de Referência Saúde Trabalhador;Fisioterapia -  - Ações Estratégicas SIA;Gastroplastia - Ações Estratégicas;Geriatria - Ações Estratégicas - AIH;Gestão plena do sistema estadual (NOAS);Gestão plena sistema municipal - média complex;Inc. Apoio Lab. Monitoramento do AEDES AEGYPTI;Inc. Fortalecimento Gestão de Vigilância em Saúde;Inc. Hosp. Subsist. Vig. Ep. en Âmbito Hospitalar;Incent. Prog. Nacional de HIV/AIDS e outras DST;Incentivo Adicional ao CEO;Incentivo CNRAC - Ações Estratégicas - SIA;Incentivo Estabelecimento de Parcerias com as OSC;Incentivo a ações básicas vigilância sanitária;Incentivo fortalec lab centr saúde pública - LACEN;Incentivo para Casa de Apoio HIV/AIDS;Incentivo à Farmácia Popular do Brasil;Incentivo à Saúde no Sistema Penitenciário;Incentivo à saúde bucal;Leucemia mielóide - SIA;MAC vigilância sanitária;Medicamentos dos Grupos AR 0,95;Medicamentos dos Grupos HD 1,15;Medicamentos excepcionais pacientes crônicos;Medicamentos para saúde mental;Multirão de Cirurgias Eletivas Média Complexidade;Neonatal - Ações Estratégicas- SIA;Neurocirurgia - SIH;Ortodontia - Ações Estratégicas;Osteogenesis Imperfecta - AIH;Patologia clínica - Ações Estratégicas SIA;Piso de atenção básica - fixo;Programa Farmácia Popular do Brasil;Programa agentes comunitários de saúde;Programa de Especialidade Odontológica;Programa de Saúde da Família;Pré-natal - Ações Estratégicas;Prótese Dentária - Ações Estratégicas - SIA;Psicodiagnóstico - Ações Estratégicas SIA;Queimados - Ações Estratégicas;Reabilitação - Ações Estratégicas;Registro Civil e Nascimento - AIH;Registro de Câncer de Base Populacional - RCBP;Serviços Atendimento Móvel de Urgências - SAMU;Terapia e psicoterapia - Ações Estratégicas SIA;Terapia renal substitutiva - SIA;Transplantes - Ações Estratégicas;Tuberculose - Ações Estratégicas;Total
353520 Palmeira d'Oeste;-;-;-;-;-;-;-;84,41;-;-;-;-;204,56;-;-;-;-;1343,03;-;-;1392,74;-;-;-;-;-;-;-;-;-;-;-;-;-;206,85;-;-;-;-;-;-;84,41;791,67;958,33;-;-;-;-;-;-;-;-;10756,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15822,42
353530 Palmital;-;-;-;-;-;-;-;183,04;-;-;1160;-;426,77;-;-;139;-;2780,15;-;-;2931,91;-;110,92;-;-;-;86565,58;-;-;-;-;-;-;-;457,6;-;-;-;-;-;-;219,65;1720,77;2083,03;-;-;-;-;-;-;-;-;23795,42;-;7000;-;21600;220;-;8,22;-;-;-;-;-;1012,25;-;-;-;152414,31
353540 Panorama;-;-;-;-;-;-;-;120,56;-;-;-;-;196,11;-;-;-;-;2552,15;-;-;1932,01;-;-;-;-;-;-;-;-;-;-;-;-;-;301,4;-;-;-;-;-;-;120,56;1133,59;1372,24;-;-;-;-;-;-;-;-;16323,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24052,22
353550 Paraguaçu Paulista;-;24500;-;-;-;-;-;360,32;-;387,6;960;-;666,05;-;-;499;-;7485,38;-;-;5692,23;-;73,16;-;-;-;216784,24;-;-;-;-;40000;-;-;900,79;-;-;-;-;6800;-;432,38;3371,08;4080,78;-;-;-;28;-;-;-;-;46841,17;-;9800;-;32400;1140;-;-;-;-;120;-;-;2099,41;-;-;-;405421,59
353560 Paraibuna;-;-;-;-;-;-;-;-;-;-;-;-;261,52;-;-;-;-;2323,65;-;-;2428,39;-;-;-;-;-;-;-;-;-;-;-;-;-;382;-;-;-;-;5100;-;-;1432,6;1734,2;-;-;-;-;-;-;-;-;19864;-;15050;-;27000;-;-;-;-;-;-;-;-;-;-;-;-;75576,36
353570 Paraíso;-;-;-;-;-;-;-;48,88;-;-;-;-;98,65;-;-;-;-;1022,36;-;-;775,91;-;-;-;-;-;-;-;-;-;-;-;-;-;122,19;-;-;-;-;-;-;48,88;458,06;554,49;-;-;-;-;-;-;-;-;6353,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9483,17
353580 Paranapanema;-;-;-;-;-;-;-;-;-;-;-;-;217,02;-;-;-;-;2159,59;-;-;2247,57;-;-;-;-;-;-;-;-;-;-;-;-;-;358,54;-;-;-;-;-;-;-;1338,08;1619,78;-;-;-;-;-;-;-;-;18644,17;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;34084,75
353590 Paranapuã;-;-;-;-;-;-;-;29,92;-;-;-;-;90,1;-;-;-;-;475,84;-;-;493,63;-;-;-;-;-;-;-;-;-;-;-;-;-;73,9;-;-;-;-;1700;-;29,92;282,07;341,45;-;-;-;-;-;-;-;-;3842,58;-;2450;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;15209,41
353600 Parapuã;-;-;-;-;-;-;-;91,73;-;-;-;-;223,1;-;-;-;-;2023,22;-;-;1513,46;-;-;-;-;-;-;-;-;-;-;-;-;-;227,23;-;-;-;-;1700;-;91,73;866,32;1048,7;-;-;-;-;-;-;-;-;11815,92;-;7000;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;37401,41
353610 Pardinho;-;-;-;-;-;-;-;46,16;-;-;-;-;90,1;-;-;-;-;664,61;-;-;705,24;-;-;-;-;-;-;-;-;-;-;-;-;-;115,4;-;-;-;-;-;-;46,16;426,95;516,83;-;-;-;-;-;-;-;-;6000,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8612,03
353620 Pariquera-Açu;-;-;-;-;-;-;-;-;350;-;-;-;297,13;-;-;-;-;2440,08;-;-;2616,76;-;-;-;-;-;-;-;-;-;25000;-;-;-;426,23;-;-;-;-;-;-;-;1579,38;1911,88;-;-;-;-;-;-;-;-;22163,92;-;10150;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;83135,38
353625 Parisi;-;-;-;-;-;-;-;18,49;-;-;-;-;90,09;-;-;-;-;270,91;-;-;286,14;-;-;-;-;-;-;-;-;-;-;-;-;-;46,23;-;-;-;-;-;-;18,49;171,79;207,96;-;-;-;-;-;-;-;-;2403,92;-;1400;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;10314,02
353630 Patrocínio Paulista;-;-;-;-;-;-;-;104,02;-;-;-;-;181,27;-;-;-;-;1570,95;-;-;1641,75;-;-;-;-;-;-;-;-;-;-;-;-;-;260,04;-;-;-;-;-;-;104,02;972,88;1177,7;-;-;-;-;-;-;-;-;13522,17;-;8400;-;21600;-;-;-;-;-;-;-;-;-;-;-;-;49534,8
353640 Paulicéia;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;749;-;-;777,56;-;-;-;-;-;-;-;-;-;-;-;-;-;125,4;-;-;-;-;4250;-;-;466,21;564,36;-;-;-;-;-;-;-;-;6938,75;-;4900;-;13500;-;-;-;-;-;-;-;-;-;-;-;-;32361,38
353650 Paulínia;-;1007,4;-;-;-;10;-;504,05;-;481,65;1240;-;614,28;-;-;650;-;7092,79;-;-;7676,63;-;70,8;-;-;-;310762,39;-;-;-;-;-;-;-;1260,13;-;-;-;-;-;-;604,86;4657,14;5637,59;-;-;-;5;-;-;-;-;79085,45;-;-;-;-;540;-;-;-;-;-;-;-;7302,08;-;-;54,6;429256,84
353657 Paulistânia;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;238,29;-;-;255,48;-;-;-;-;-;-;-;-;-;-;-;-;-;40,4;-;-;-;-;-;-;-;151,21;183,04;-;-;-;-;-;-;-;-;2100,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3059,09
353660 Paulo de Faria;-;-;-;-;-;-;-;71,4;-;-;-;-;140,92;-;-;-;-;1559,19;-;-;1171,36;-;-;-;-;-;-;-;-;-;-;-;-;-;178,5;-;-;-;-;-;-;71,4;676,88;819,38;-;-;-;-;-;-;-;-;9282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13971,03
353670 Pederneiras;-;-;-;-;-;-;-;-;-;-;-;-;583,87;-;-;-;-;4932,99;-;-;5228,99;-;-;-;-;-;-;-;-;-;25000;-;-;-;822,75;-;-;-;-;-;-;-;3085,13;3734,63;-;-;-;-;-;-;-;-;42783;-;-;8800;-;-;-;-;-;-;-;-;-;-;-;-;-;94971,36
353680 Pedra Bela;-;-;-;-;-;-;-;-;-;-;-;-;105,47;-;-;-;-;751,51;-;-;791,04;-;-;-;-;-;-;-;-;-;-;-;-;-;122,96;-;-;-;-;-;-;-;463,05;560,53;-;-;-;-;-;-;-;-;6393,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9188,39
353690 Pedranópolis;-;-;-;-;-;-;-;21,83;-;-;-;-;90,1;-;-;-;-;486,98;-;-;360,25;-;-;-;-;-;-;-;-;-;-;-;-;-;52,13;-;-;-;-;1700;-;21,83;201,4;243,8;-;-;-;-;-;-;-;-;2710,5;-;2450;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13738,82
353700 Pedregulho;-;-;-;-;-;-;-;131,56;-;-;-;-;215,54;-;-;-;-;2797,87;-;-;2115,3;-;-;-;-;-;-;-;-;-;-;-;-;-;328,9;-;-;-;-;-;-;131,56;1238,4;1499,12;-;-;-;-;-;-;-;-;17102,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25560,83
353710 Pedreira;-;-;-;-;-;-;-;331,33;-;-;-;-;590,39;-;-;-;-;4791,45;-;-;5149,65;-;-;-;-;-;-;-;-;-;-;-;-;-;828,31;-;-;-;-;3400;-;331,33;3082,51;3731,46;-;-;-;-;-;-;-;-;43072,25;-;5250;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;86758,68
353715 Pedrinhas Paulista;-;-;-;-;-;-;-;25,3;-;-;-;-;90,1;-;-;-;-;387,35;-;-;405,21;-;-;-;-;-;-;-;-;-;-;-;-;-;63,25;-;-;-;-;-;-;25,3;237,82;287,88;-;-;-;-;-;-;-;-;3289;-;700;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;10911,21
353720 Pedro de Toledo;-;-;-;-;-;-;-;-;-;-;-;-;154,57;-;-;-;-;1278,46;-;-;1320,41;-;-;-;-;-;-;-;-;-;-;-;-;-;209,02;-;-;-;-;-;-;-;782,17;946,83;-;-;-;-;-;-;-;-;11078,1;-;8400;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;40369,56
353730 Penápolis;-;23898,35;-;-;-;-;-;488,44;-;-;840;-;1037,64;-;-;10334,88;-;10260,16;2048,81;-;7781,26;-;896,8;-;-;-;441349,13;-;-;-;-;-;-;-;1221,1;-;-;-;-;4400;-;586,13;4583,2;5548,08;-;-;17135,25;-;-;-;-;-;69016,81;-;26600;-;70200;360;-;-;-;-;200;-;-;461,55;-;-;121,8;699369,39
353740 Pereira Barreto;-;-;-;-;-;-;-;207,14;-;-;-;-;407,19;-;-;-;-;4566,99;938,55;-;3417,84;-;-;-;-;-;-;-;-;-;-;-;-;-;514,17;-;-;-;-;-;-;207,14;1958,82;2371,2;-;-;-;-;-;-;-;-;26898,08;-;13650;-;18900;-;-;-;-;-;-;-;-;-;-;-;-;74037,12
353750 Pereiras;-;-;-;-;-;-;-;61,18;-;-;-;-;149,97;-;-;-;-;873,63;-;-;931,43;-;-;-;-;-;-;-;-;-;-;-;-;-;152,94;-;-;-;-;1700;-;61,18;565,17;684,15;-;-;-;-;-;-;-;-;7952,75;-;4550;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;28482,4
353760 Peruíbe;-;-;-;-;-;10;-;526,28;700;-;160;-;1045,5;-;-;1977,1;-;7219,35;-;-;7865,69;-;186,44;-;-;-;232829,78;-;-;-;-;-;-;-;1315,69;-;-;-;-;10200;-;631,53;4831,86;5849,09;-;-;-;-;-;-;-;-;68415,75;-;21000;-;43200;770;-;134,26;-;-;255;-;-;1709,47;-;-;46,2;410878,99
353770 Piacatu;-;-;-;-;-;-;-;38,99;-;-;-;-;90,1;-;-;-;-;616,79;173,44;-;639,51;-;-;-;-;-;-;-;-;-;-;-;-;-;97,48;-;-;-;-;1700;-;38,99;369,63;447,45;-;-;-;-;-;-;-;-;5068,92;-;4200;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;18881,3
353780 Piedade;-;-;-;-;-;-;-;451,96;-;-;-;-;752,83;-;-;-;-;6747,29;-;-;7170,49;-;-;-;-;-;-;-;-;-;-;-;-;-;1129,9;-;-;-;-;-;-;451,96;4234,78;5126,32;-;-;-;-;-;-;-;-;58754,58;-;2450;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;92670,11
353790 Pilar do Sul;-;-;-;-;-;-;-;222,85;-;-;-;-;340,89;-;-;-;-;3275,2;-;-;3481,78;-;-;-;-;-;-;-;-;-;-;-;-;-;557,13;-;-;-;-;-;-;222,85;2077,02;2514,28;-;-;-;-;-;-;-;-;28970,5;-;3150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44812,5
353800 Pindamonhangaba;-;6995,3;-;-;-;150;-;1175,33;-;-;-;-;1565,28;-;-;6621,98;-;17144,23;-;-;18343,6;-;35,4;-;-;-;514773,62;-;-;-;28610,84;-;-;-;2938,31;-;-;-;-;18700;-;1410,39;10950,33;13255,67;-;-;-;143,5;-;-;-;-;152792,25;-;26250;8800;70200;-;-;-;-;3748,5;-;-;-;-;119254,7;-;764,4;1024623,63
353810 Pindorama;-;-;-;-;-;-;-;113,08;-;-;-;-;280,21;-;-;-;-;1735,18;-;-;1833,56;-;-;-;-;-;-;-;-;-;-;-;-;-;282,69;-;-;-;-;-;-;113,08;1067,64;1292,41;-;-;-;-;-;-;-;-;14699,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21417,6
353820 Pinhalzinho;-;-;-;-;-;-;-;104,88;-;-;-;-;227,7;-;-;-;-;1507,78;-;-;1618,65;-;-;-;-;-;-;-;-;-;-;-;-;-;262,19;-;-;-;-;-;-;104,88;973,43;1178,37;-;-;-;-;-;-;-;-;13633,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19611,63
353830 Piquerobi;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;486,79;-;-;487,16;-;-;-;-;-;-;-;-;-;-;-;-;-;75,21;-;-;-;-;2550;-;-;283,89;343,66;-;-;-;-;-;-;-;-;3949,83;-;3150;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;19516,64
353850 Piquete;-;-;-;-;-;-;-;-;-;-;-;-;250,99;-;-;-;-;2001,16;-;-;2109,11;-;-;-;-;-;-;-;-;-;-;-;-;-;322,56;-;-;-;-;12100;-;-;1221,62;1478,8;-;-;-;-;-;-;-;-;16773,25;-;8400;-;41600;-;-;-;-;-;-;-;-;-;-;-;-;86257,49
353860 Piracaia;-;-;-;-;-;-;-;217,26;-;-;-;-;408,68;-;-;-;-;3162,95;-;-;3394,33;-;-;-;-;-;-;-;-;-;-;-;-;-;543,15;-;-;-;-;-;-;217,26;2024,93;2451,23;-;-;-;-;-;-;-;-;28243,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40663,37
353870 Piracicaba;-;50681,45;-;5653,3;-;230;13007,94;3006,35;-;-;6000;-;5321,4;-;-;4627,51;-;62277,92;9051,85;-;47395,98;30000;377,6;56478,54;-;-;1653926,57;-;-;-;29013,25;-;-;-;7515,88;-;-;-;-;-;-;3607,62;28107,25;34024,57;-;-;-;-;-;-;-;-;390825,5;-;51800;8800;135000;1230;-;-;314,88;-;-;-;96500;218,01;-;18449,98;714;2754157,35
353880 Piraju;-;-;-;-;-;-;-;241,98;-;-;-;-;520,38;-;-;-;-;3713,76;-;-;3912,98;-;-;-;-;-;-;-;-;-;-;-;-;-;604,96;-;-;-;-;13600;-;241,98;2282,45;2762,97;-;-;-;-;-;-;-;-;31457,83;-;16100;8800;43200;-;-;-;-;-;-;-;-;-;-;-;-;127439,29
353890 Pirajuí;-;-;-;-;-;-;-;174,07;-;-;-;-;377,08;-;-;-;-;2702,1;-;-;2816,69;-;-;-;-;-;-;-;-;-;-;-;-;-;435,17;-;-;-;-;-;-;174,07;1642,31;1988,06;-;-;-;-;-;-;-;-;22650,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32959,88
353900 Pirangi;-;-;-;-;-;-;-;84,54;-;-;-;-;198,03;-;-;-;-;1847,02;-;-;1387,51;-;-;-;-;-;-;-;-;-;-;-;-;-;211,35;-;-;-;-;-;-;84,54;801,64;970,41;-;-;-;-;-;-;-;-;10990,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16575,46
353910 Pirapora do Bom Jesus;-;-;-;-;-;-;-;-;-;-;-;-;137,51;-;-;-;-;2282,2;-;-;1892,28;-;-;-;-;-;-;-;-;-;-;-;-;-;316,17;-;-;-;-;1700;-;-;1161,53;1406,07;-;-;-;-;-;-;-;-;19349,4;-;10150;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;54595,16
353920 Pirapozinho;-;-;-;-;-;-;-;190,01;-;-;-;-;350,38;-;-;-;-;2925,92;-;-;3086,46;-;-;-;-;-;-;-;-;-;-;-;-;-;475,02;-;-;-;-;-;-;190,01;1795,1;2173,02;-;-;-;-;-;-;-;-;24701,08;-;15750;-;21600;-;-;-;-;-;-;-;-;-;-;-;-;73237
353930 Pirassununga;-;-;-;-;-;-;-;-;-;-;-;-;1191,47;-;-;-;-;12204,52;-;-;9262,69;-;-;-;-;-;-;-;-;-;-;-;-;-;1457,29;-;-;-;-;-;-;-;5464,8;6615,28;-;-;-;-;-;-;-;-;75779,17;-;28000;-;81000;-;-;-;-;-;-;-;-;-;-;-;-;220975,22
353940 Piratininga;-;-;-;-;-;-;-;93,04;-;-;-;-;201,15;-;-;-;-;1425,79;-;-;1494,63;-;-;-;-;-;-;-;-;-;-;-;-;-;232,6;-;-;-;-;-;-;93,04;875,58;1059,92;-;-;-;-;-;-;-;-;12188,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17664,33
353950 Pitangueiras;-;-;-;-;-;-;-;-;-;-;-;-;416,98;-;-;-;-;5869,68;-;-;4457,89;-;-;-;-;-;-;-;-;-;-;-;-;-;702,67;-;-;-;-;-;-;-;2633,24;3187,61;-;-;-;-;-;-;-;-;36678,42;-;11550;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;73596,49
353960 Planalto;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;679,02;-;-;511,91;-;-;-;-;-;-;-;-;-;-;-;-;-;78,71;-;-;-;-;1700;-;-;297,59;360,24;-;-;-;-;-;-;-;-;4092,83;-;2800;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;16010,4
353970 Platina;-;-;-;-;-;-;-;24,09;-;-;-;-;90,1;-;-;-;-;392,52;-;-;395,86;-;-;-;-;-;-;-;-;-;-;-;-;-;60,23;-;-;-;-;-;-;24,09;228,48;276,58;-;-;-;-;-;-;-;-;3131,92;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;11773,87
353980 Poá;-;-;-;-;-;-;-;-;-;-;-;-;1034,52;-;-;-;-;16883,16;-;-;13998,6;-;-;-;-;-;-;-;-;-;-;-;-;-;2250,35;-;-;-;-;-;-;-;8376,23;10139,65;-;-;-;-;-;-;-;-;117018,42;-;12600;-;42400;-;-;-;-;-;-;-;-;-;-;-;-;224700,93
353990 Poloni;-;-;-;-;-;-;-;41,08;-;-;-;-;125,05;-;-;-;-;884,78;-;-;666,88;-;-;-;-;-;-;-;-;-;-;-;-;-;102,69;-;-;-;-;-;-;41,08;388;469,68;-;-;-;-;-;-;-;-;5339,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8058,99
354000 Pompéia;-;25174,4;-;-;-;-;-;156,31;-;59,85;440;-;302,91;-;-;76;-;3366,34;-;-;2538,11;-;47,2;-;-;-;71499,24;-;-;-;-;-;-;-;390,77;-;-;-;-;3400;-;187,57;1476,54;1787,39;-;-;-;13,5;-;-;-;-;23227,42;-;9800;-;21600;140;420;21,92;-;-;-;-;-;1408,27;-;-;-;167533,74
354010 Pongaí;-;-;-;-;-;-;-;31,36;-;-;-;-;90,1;-;-;-;-;495,13;-;-;512,6;-;-;-;-;-;-;-;-;-;-;-;-;-;78,4;-;-;-;-;-;-;31,36;296,88;359,38;-;-;-;-;-;-;-;-;4076,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5971,79
354020 Pontal;-;-;-;-;-;-;-;283,24;-;672,6;840;-;354,83;-;-;1741,27;-;5705,97;-;-;4372,36;-;1416;-;-;-;79646,91;-;-;-;-;-;-;-;708,1;-;-;-;-;-;-;339,89;2629,05;3182,53;-;-;-;-;-;-;-;-;36821,42;-;1400;-;15400;1040;-;-;209,93;-;-;-;-;899,92;-;-;-;157664,02
354025 Pontalinda;-;-;-;-;-;-;-;31,55;-;-;-;-;90,1;-;-;-;-;484,28;-;-;503,25;-;-;-;-;-;-;-;-;-;-;-;-;-;78,88;-;-;-;-;1700;-;31,55;296,16;358,51;-;-;-;-;-;-;-;-;4101,5;-;2450;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;15525,78
354030 Pontes Gestal;-;-;-;-;-;-;-;20,07;-;-;-;-;90,09;-;-;-;-;331,54;-;-;331,1;-;-;-;-;-;-;-;-;-;-;-;-;-;47,33;-;-;-;-;-;-;20,07;183,67;222,33;-;-;-;-;-;-;-;-;3326,59;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12072,79
354040 Populina;-;-;-;-;-;-;-;36,51;-;-;-;-;90,1;-;-;-;-;807,15;-;-;602,39;-;-;-;-;-;-;-;-;-;-;-;-;-;89,79;-;-;-;-;-;-;36,51;343,27;415,53;-;-;-;-;-;-;-;-;4669,17;-;3850;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;21740,42
354050 Porangaba;-;-;-;-;-;-;-;60,9;-;-;-;-;133,21;-;-;-;-;912,26;-;-;959,06;-;-;-;-;-;-;-;-;-;-;-;-;-;152,25;-;-;-;-;1700;-;60,9;569,13;688,95;-;-;-;-;-;-;-;-;7917;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;28153,66
354060 Porto Feliz;-;-;-;-;-;-;-;424,07;-;339,15;1080;-;725,53;-;-;263;-;6185,66;-;-;6621,59;-;-;-;-;-;153334,8;-;-;-;-;-;-;-;1060,17;-;-;-;-;-;-;508,88;3951,6;4783,52;-;-;-;-;-;-;-;-;55178,5;-;7350;-;29700;1340;-;-;-;-;-;-;-;4283,58;-;-;-;277130,05
354070 Porto Ferreira;-;-;-;-;-;-;-;442,01;-;-;-;-;804;-;-;-;-;9041,38;-;-;6901,54;-;-;-;-;-;-;-;-;-;-;-;-;-;1105,02;-;-;-;-;1700;-;442,01;4118,73;4985,83;-;-;-;-;-;-;-;-;57461,08;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;94501,6
354075 Potim;-;-;-;-;-;-;-;-;-;-;-;-;142,26;-;-;-;-;1876,63;-;-;2034,04;-;-;-;-;-;-;-;-;-;-;-;-;-;333,75;-;-;-;-;3400;-;-;1233,65;1493,37;-;-;-;-;-;-;-;-;17355;-;8400;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;52468,7
354080 Potirendaba;-;-;-;-;-;-;-;126,62;-;45,6;-;-;326,05;-;-;51;-;2596,92;-;-;1981,65;-;908,6;-;-;-;33052,55;-;-;-;-;-;-;-;316,54;-;-;-;-;-;-;151,94;1180,85;1429,45;-;-;-;3;-;-;-;-;16460,17;-;5250;-;16200;40;-;-;-;-;-;-;-;-;-;-;-;80120,94
354085 Pracinha;-;-;-;-;-;-;-;11,84;-;-;-;-;90,09;-;-;-;-;185,11;-;-;195,39;-;-;-;-;-;-;-;-;-;-;-;-;-;29,38;-;-;-;-;1700;-;11,84;111,94;135,51;-;-;-;-;-;-;-;-;1527,5;-;1050;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;10448,6
354090 Pradópolis;-;-;-;-;-;-;-;123,48;-;-;-;-;170,29;-;-;149;-;2484,29;-;-;1904,24;-;9,44;-;-;-;14283,66;-;-;-;-;-;-;-;308,71;-;-;-;-;-;-;123,48;1145,78;1387;-;-;-;-;-;-;-;-;16900;-;2100;-;8100;170;-;2,74;-;-;-;-;-;-;-;-;-;49362,11
354100 Praia Grande;-;34104,75;8120;-;-;2630;-;1979,12;-;133,95;3920;-;3430,36;-;-;9097,93;-;38167,3;62390,75;-;29586,43;-;6423,92;-;-;-;1118634,78;-;-;-;21094,58;-;-;-;4947,79;-;-;-;-;13600;-;2374,94;18172,08;21997,78;-;-;-;129;-;-;-;-;257285,17;-;96600;-;210600;1900;-;-;-;-;465;-;-;7136,59;-;-;1029;1975951,22
354105 Pratânia;-;-;-;-;-;-;-;36,22;-;-;-;-;90,1;-;-;-;-;542,6;-;-;569,94;-;-;-;-;-;-;-;-;-;-;-;-;-;90,54;-;-;-;-;-;-;36,22;338,36;409,59;-;-;-;-;-;-;-;-;4708,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6821,74
354110 Presidente Alves;-;-;-;-;-;-;-;35,49;-;-;-;-;90,1;-;-;-;-;576,2;-;-;585,61;-;-;-;-;-;-;-;-;-;-;-;-;-;87,5;-;-;-;-;-;-;35,49;334,16;404,51;-;-;-;-;-;-;-;-;4646,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6795,48
354120 Presidente Bernardes;-;-;-;-;-;-;-;128,73;-;-;-;-;294,45;-;-;131;-;1997,64;-;-;2069,1;-;-;-;-;-;71610,62;-;-;-;-;-;-;-;321,83;-;-;-;-;4250;-;128,73;1211,65;1466,73;-;-;-;-;-;-;-;-;16996,42;-;10150;-;24300;160;-;-;-;-;-;-;-;899,43;-;-;-;136116,33
354130 Presidente Epitácio;-;-;-;-;-;-;-;350,7;-;-;-;-;597,07;-;-;-;-;7374,49;-;-;5591,85;-;-;-;-;-;-;-;-;-;25000;-;-;-;876,75;-;-;-;-;-;-;350,7;3291,75;3984,75;-;-;-;-;-;-;-;-;46105,58;-;16800;-;40500;-;-;-;-;-;-;-;-;-;-;-;-;150823,64
354140 Presidente Prudente;-;-;-;-;-;-;-;1700,3;-;-;-;-;3159,2;-;-;-;-;35592,58;-;-;27017,1;30000;-;-;-;-;-;-;-;-;22790,1;-;-;-;4250,75;-;-;-;-;8500;-;1700,3;15939,97;19295,75;-;-;-;-;-;-;-;-;221039;-;22400;-;54000;-;-;-;-;-;-;-;-;-;-;-;-;467385,05
354150 Presidente Venceslau;-;16739,7;38570;-;-;-;-;-;-;-;400;-;645,13;-;-;279;-;6892,71;-;-;5187,19;-;2548,8;-;-;-;211452,58;-;-;-;-;-;-;-;794,08;-;-;-;-;3400;-;-;3006,51;3639,46;-;-;-;-;-;-;-;-;41561;-;11900;-;35100;50;-;115,08;-;-;-;-;-;546,97;-;-;323,4;383151,61
